Data As Of,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia and COVID-19 Deaths
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,119.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,129.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,239.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,250.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,288.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,13.0,349.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,22.0,408.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,29.0,558.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,77.0,1542.0,31.0
09/27/2023,North Carolina,All Sexes,55-64 years,61.0,1206.0,25.0
09/27/2023,North Carolina,All Sexes,65-74 years,108.0,1773.0,35.0
09/27/2023,North Carolina,All Sexes,75-84 years,145.0,2213.0,51.0
09/27/2023,North Carolina,All Sexes,85 years and over,175.0,2382.0,65.0
09/27/2023,North Carolina,All Sexes,All Ages,471.0,8297.0,186.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,60.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,105.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,12.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,118.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,213.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,253.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,269.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,15.0,298.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,28.0,451.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,45.0,590.0,17.0
09/27/2023,North Carolina,All Sexes,50-64 years,100.0,1478.0,47.0
09/27/2023,North Carolina,All Sexes,55-64 years,73.0,1171.0,37.0
09/27/2023,North Carolina,All Sexes,65-74 years,94.0,1665.0,39.0
09/27/2023,North Carolina,All Sexes,75-84 years,121.0,2006.0,43.0
09/27/2023,North Carolina,All Sexes,85 years and over,118.0,2110.0,44.0
09/27/2023,North Carolina,All Sexes,All Ages,700.0,9061.0,276.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,64.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,118.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,27.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,134.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,217.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,243.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,274.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,16.0,299.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,28.0,434.0,12.0
09/27/2023,North Carolina,All Sexes,45-54 years,44.0,595.0,23.0
09/27/2023,North Carolina,All Sexes,50-64 years,117.0,1610.0,50.0
09/27/2023,North Carolina,All Sexes,55-64 years,88.0,1280.0,34.0
09/27/2023,North Carolina,All Sexes,65-74 years,189.0,1949.0,87.0
09/27/2023,North Carolina,All Sexes,75-84 years,176.0,2143.0,63.0
09/27/2023,North Carolina,All Sexes,85 years and over,183.0,2316.0,62.0
09/27/2023,North Carolina,All Sexes,All Ages,912.0,9331.0,426.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,51.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,90.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,17.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,112.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,198.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,239.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,12.0,296.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,12.0,311.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,21.0,371.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,42.0,599.0,19.0
09/27/2023,North Carolina,All Sexes,50-64 years,147.0,1673.0,78.0
09/27/2023,North Carolina,All Sexes,55-64 years,118.0,1291.0,65.0
09/27/2023,North Carolina,All Sexes,65-74 years,205.0,1948.0,103.0
09/27/2023,North Carolina,All Sexes,75-84 years,227.0,2253.0,102.0
09/27/2023,North Carolina,All Sexes,85 years and over,299.0,2502.0,127.0
09/27/2023,North Carolina,All Sexes,All Ages,914.0,9180.0,456.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,62.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,109.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,12.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,116.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,177.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,197.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,11.0,249.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,12.0,271.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,20.0,373.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,38.0,576.0,15.0
09/27/2023,North Carolina,All Sexes,50-64 years,108.0,1602.0,57.0
09/27/2023,North Carolina,All Sexes,55-64 years,85.0,1257.0,49.0
09/27/2023,North Carolina,All Sexes,65-74 years,208.0,1929.0,125.0
09/27/2023,North Carolina,All Sexes,75-84 years,286.0,2319.0,148.0
09/27/2023,North Carolina,All Sexes,85 years and over,280.0,2422.0,114.0
09/27/2023,North Carolina,All Sexes,All Ages,985.0,9423.0,511.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,66.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,111.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,17.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,119.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,208.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,215.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,234.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,10.0,271.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,13.0,358.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,28.0,553.0,18.0
09/27/2023,North Carolina,All Sexes,50-64 years,127.0,1623.0,69.0
09/27/2023,North Carolina,All Sexes,55-64 years,107.0,1279.0,55.0
09/27/2023,North Carolina,All Sexes,65-74 years,232.0,2003.0,139.0
09/27/2023,North Carolina,All Sexes,75-84 years,301.0,2395.0,160.0
09/27/2023,North Carolina,All Sexes,85 years and over,302.0,2491.0,133.0
09/27/2023,North Carolina,All Sexes,All Ages,1285.0,9767.0,625.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,68.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,113.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,15.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,118.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,199.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,228.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,11.0,273.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,14.0,308.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,31.0,378.0,12.0
09/27/2023,North Carolina,All Sexes,45-54 years,51.0,544.0,19.0
09/27/2023,North Carolina,All Sexes,50-64 years,153.0,1602.0,70.0
09/27/2023,North Carolina,All Sexes,55-64 years,126.0,1277.0,60.0
09/27/2023,North Carolina,All Sexes,65-74 years,299.0,2014.0,175.0
09/27/2023,North Carolina,All Sexes,75-84 years,390.0,2621.0,188.0
09/27/2023,North Carolina,All Sexes,85 years and over,397.0,2567.0,174.0
09/27/2023,North Carolina,All Sexes,All Ages,2508.0,11450.0,1322.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,70.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,105.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,11.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,104.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,11.0,215.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,11.0,249.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,11.0,276.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,32.0,347.0,18.0
09/27/2023,North Carolina,All Sexes,40-49 years,56.0,442.0,26.0
09/27/2023,North Carolina,All Sexes,45-54 years,95.0,660.0,48.0
09/27/2023,North Carolina,All Sexes,50-64 years,309.0,1855.0,169.0
09/27/2023,North Carolina,All Sexes,55-64 years,247.0,1444.0,135.0
09/27/2023,North Carolina,All Sexes,65-74 years,541.0,2390.0,327.0
09/27/2023,North Carolina,All Sexes,75-84 years,744.0,3000.0,426.0
09/27/2023,North Carolina,All Sexes,85 years and over,836.0,3167.0,360.0
09/27/2023,North Carolina,All Sexes,All Ages,3695.0,13069.0,2001.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,69.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,109.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,15.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,120.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,10.0,217.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,22.0,249.0,11.0
09/27/2023,North Carolina,All Sexes,30-39 years,32.0,296.0,17.0
09/27/2023,North Carolina,All Sexes,35-44 years,50.0,380.0,23.0
09/27/2023,North Carolina,All Sexes,40-49 years,81.0,480.0,37.0
09/27/2023,North Carolina,All Sexes,45-54 years,121.0,668.0,59.0
09/27/2023,North Carolina,All Sexes,50-64 years,470.0,2051.0,266.0
09/27/2023,North Carolina,All Sexes,55-64 years,397.0,1645.0,231.0
09/27/2023,North Carolina,All Sexes,65-74 years,888.0,2852.0,529.0
09/27/2023,North Carolina,All Sexes,75-84 years,1080.0,3394.0,598.0
09/27/2023,North Carolina,All Sexes,85 years and over,1133.0,3670.0,548.0
09/27/2023,North Carolina,All Sexes,All Ages,1692.0,9786.0,926.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,56.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,87.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,17.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,108.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,209.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,10.0,218.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,17.0,243.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,30.0,316.0,14.0
09/27/2023,North Carolina,All Sexes,40-49 years,46.0,404.0,28.0
09/27/2023,North Carolina,All Sexes,45-54 years,81.0,555.0,45.0
09/27/2023,North Carolina,All Sexes,50-64 years,239.0,1625.0,135.0
09/27/2023,North Carolina,All Sexes,55-64 years,184.0,1292.0,107.0
09/27/2023,North Carolina,All Sexes,65-74 years,423.0,2151.0,265.0
09/27/2023,North Carolina,All Sexes,75-84 years,488.0,2506.0,279.0
09/27/2023,North Carolina,All Sexes,85 years and over,472.0,2561.0,209.0
09/27/2023,North Carolina,All Sexes,All Ages,657.0,9018.0,357.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,59.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,98.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,119.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,213.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,232.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,259.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,11.0,310.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,13.0,412.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,24.0,572.0,14.0
09/27/2023,North Carolina,All Sexes,50-64 years,143.0,1626.0,83.0
09/27/2023,North Carolina,All Sexes,55-64 years,126.0,1293.0,71.0
09/27/2023,North Carolina,All Sexes,65-74 years,174.0,1992.0,108.0
09/27/2023,North Carolina,All Sexes,75-84 years,181.0,2220.0,95.0
09/27/2023,North Carolina,All Sexes,85 years and over,131.0,2198.0,58.0
09/27/2023,North Carolina,All Sexes,All Ages,500.0,8768.0,289.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,68.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,118.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,116.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,214.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,249.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,11.0,279.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,25.0,353.0,15.0
09/27/2023,North Carolina,All Sexes,40-49 years,32.0,446.0,23.0
09/27/2023,North Carolina,All Sexes,45-54 years,40.0,614.0,27.0
09/27/2023,North Carolina,All Sexes,50-64 years,116.0,1626.0,68.0
09/27/2023,North Carolina,All Sexes,55-64 years,90.0,1251.0,52.0
09/27/2023,North Carolina,All Sexes,65-74 years,126.0,1877.0,80.0
09/27/2023,North Carolina,All Sexes,75-84 years,125.0,2131.0,73.0
09/27/2023,North Carolina,All Sexes,85 years and over,85.0,2077.0,39.0
09/27/2023,North Carolina,All Sexes,All Ages,518.0,9016.0,294.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,72.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,107.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,124.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,224.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,256.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,11.0,281.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,17.0,322.0,10.0
09/27/2023,North Carolina,All Sexes,40-49 years,37.0,375.0,17.0
09/27/2023,North Carolina,All Sexes,45-54 years,49.0,562.0,24.0
09/27/2023,North Carolina,All Sexes,50-64 years,141.0,1666.0,73.0
09/27/2023,North Carolina,All Sexes,55-64 years,117.0,1301.0,60.0
09/27/2023,North Carolina,All Sexes,65-74 years,133.0,2003.0,84.0
09/27/2023,North Carolina,All Sexes,75-84 years,115.0,2193.0,67.0
09/27/2023,North Carolina,All Sexes,85 years and over,77.0,2167.0,46.0
09/27/2023,North Carolina,All Sexes,All Ages,264.0,8340.0,144.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,72.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,116.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,17.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,127.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,234.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,264.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,289.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,14.0,332.0,10.0
09/27/2023,North Carolina,All Sexes,40-49 years,27.0,398.0,12.0
09/27/2023,North Carolina,All Sexes,45-54 years,33.0,583.0,14.0
09/27/2023,North Carolina,All Sexes,50-64 years,72.0,1552.0,40.0
09/27/2023,North Carolina,All Sexes,55-64 years,55.0,1186.0,30.0
09/27/2023,North Carolina,All Sexes,65-74 years,69.0,1737.0,38.0
09/27/2023,North Carolina,All Sexes,75-84 years,58.0,1960.0,34.0
09/27/2023,North Carolina,All Sexes,85 years and over,29.0,2054.0,15.0
09/27/2023,North Carolina,All Sexes,All Ages,319.0,8814.0,170.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,63.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,115.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,13.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,20.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,132.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,228.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,274.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,11.0,318.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,20.0,344.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,30.0,431.0,18.0
09/27/2023,North Carolina,All Sexes,45-54 years,38.0,602.0,22.0
09/27/2023,North Carolina,All Sexes,50-64 years,84.0,1574.0,50.0
09/27/2023,North Carolina,All Sexes,55-64 years,63.0,1218.0,39.0
09/27/2023,North Carolina,All Sexes,65-74 years,74.0,1865.0,39.0
09/27/2023,North Carolina,All Sexes,75-84 years,61.0,2094.0,38.0
09/27/2023,North Carolina,All Sexes,85 years and over,57.0,2189.0,22.0
09/27/2023,North Carolina,All Sexes,All Ages,1640.0,10502.0,1047.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,59.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,102.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,10.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,12.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,10.0,129.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,19.0,237.0,13.0
09/27/2023,North Carolina,All Sexes,25-34 years,31.0,297.0,19.0
09/27/2023,North Carolina,All Sexes,30-39 years,56.0,359.0,32.0
09/27/2023,North Carolina,All Sexes,35-44 years,90.0,436.0,53.0
09/27/2023,North Carolina,All Sexes,40-49 years,135.0,558.0,80.0
09/27/2023,North Carolina,All Sexes,45-54 years,202.0,776.0,120.0
09/27/2023,North Carolina,All Sexes,50-64 years,483.0,2084.0,296.0
09/27/2023,North Carolina,All Sexes,55-64 years,362.0,1621.0,225.0
09/27/2023,North Carolina,All Sexes,65-74 years,400.0,2286.0,275.0
09/27/2023,North Carolina,All Sexes,75-84 years,333.0,2468.0,225.0
09/27/2023,North Carolina,All Sexes,85 years and over,212.0,2408.0,125.0
09/27/2023,North Carolina,All Sexes,All Ages,2652.0,11194.0,1764.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,80.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,132.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,17.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,12.0,124.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,30.0,236.0,17.0
09/27/2023,North Carolina,All Sexes,25-34 years,70.0,317.0,39.0
09/27/2023,North Carolina,All Sexes,30-39 years,113.0,382.0,63.0
09/27/2023,North Carolina,All Sexes,35-44 years,156.0,450.0,87.0
09/27/2023,North Carolina,All Sexes,40-49 years,234.0,605.0,146.0
09/27/2023,North Carolina,All Sexes,45-54 years,332.0,874.0,220.0
09/27/2023,North Carolina,All Sexes,50-64 years,816.0,2353.0,549.0
09/27/2023,North Carolina,All Sexes,55-64 years,626.0,1835.0,425.0
09/27/2023,North Carolina,All Sexes,65-74 years,657.0,2516.0,465.0
09/27/2023,North Carolina,All Sexes,75-84 years,495.0,2534.0,352.0
09/27/2023,North Carolina,All Sexes,85 years and over,302.0,2436.0,172.0
09/27/2023,North Carolina,All Sexes,All Ages,1619.0,10448.0,1070.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,69.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,123.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,16.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,10.0,145.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,20.0,238.0,15.0
09/27/2023,North Carolina,All Sexes,25-34 years,39.0,291.0,26.0
09/27/2023,North Carolina,All Sexes,30-39 years,54.0,353.0,39.0
09/27/2023,North Carolina,All Sexes,35-44 years,70.0,446.0,48.0
09/27/2023,North Carolina,All Sexes,40-49 years,114.0,548.0,71.0
09/27/2023,North Carolina,All Sexes,45-54 years,206.0,724.0,142.0
09/27/2023,North Carolina,All Sexes,50-64 years,528.0,2094.0,375.0
09/27/2023,North Carolina,All Sexes,55-64 years,394.0,1656.0,278.0
09/27/2023,North Carolina,All Sexes,65-74 years,367.0,2160.0,255.0
09/27/2023,North Carolina,All Sexes,75-84 years,332.0,2533.0,212.0
09/27/2023,North Carolina,All Sexes,85 years and over,200.0,2399.0,101.0
09/27/2023,North Carolina,All Sexes,All Ages,680.0,9500.0,428.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,71.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,108.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,10.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,98.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,183.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,12.0,240.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,19.0,282.0,10.0
09/27/2023,North Carolina,All Sexes,35-44 years,27.0,317.0,14.0
09/27/2023,North Carolina,All Sexes,40-49 years,50.0,413.0,30.0
09/27/2023,North Carolina,All Sexes,45-54 years,77.0,580.0,55.0
09/27/2023,North Carolina,All Sexes,50-64 years,185.0,1717.0,134.0
09/27/2023,North Carolina,All Sexes,55-64 years,144.0,1381.0,101.0
09/27/2023,North Carolina,All Sexes,65-74 years,181.0,2046.0,118.0
09/27/2023,North Carolina,All Sexes,75-84 years,155.0,2367.0,90.0
09/27/2023,North Carolina,All Sexes,85 years and over,83.0,2384.0,42.0
09/27/2023,North Carolina,All Sexes,All Ages,999.0,10487.0,616.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,77.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,126.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,15.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,119.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,236.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,17.0,261.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,30.0,304.0,15.0
09/27/2023,North Carolina,All Sexes,35-44 years,50.0,402.0,29.0
09/27/2023,North Carolina,All Sexes,40-49 years,60.0,495.0,34.0
09/27/2023,North Carolina,All Sexes,45-54 years,80.0,679.0,50.0
09/27/2023,North Carolina,All Sexes,50-64 years,236.0,1842.0,154.0
09/27/2023,North Carolina,All Sexes,55-64 years,186.0,1432.0,121.0
09/27/2023,North Carolina,All Sexes,65-74 years,230.0,2259.0,147.0
09/27/2023,North Carolina,All Sexes,75-84 years,263.0,2632.0,168.0
09/27/2023,North Carolina,All Sexes,85 years and over,171.0,2593.0,93.0
09/27/2023,North Carolina,All Sexes,All Ages,2513.0,12322.0,1465.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,82.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,124.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,12.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,122.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,16.0,218.0,11.0
09/27/2023,North Carolina,All Sexes,25-34 years,28.0,258.0,18.0
09/27/2023,North Carolina,All Sexes,30-39 years,43.0,320.0,25.0
09/27/2023,North Carolina,All Sexes,35-44 years,75.0,412.0,36.0
09/27/2023,North Carolina,All Sexes,40-49 years,124.0,536.0,64.0
09/27/2023,North Carolina,All Sexes,45-54 years,197.0,785.0,117.0
09/27/2023,North Carolina,All Sexes,50-64 years,530.0,2249.0,321.0
09/27/2023,North Carolina,All Sexes,55-64 years,407.0,1762.0,247.0
09/27/2023,North Carolina,All Sexes,65-74 years,632.0,2805.0,405.0
09/27/2023,North Carolina,All Sexes,75-84 years,623.0,3016.0,351.0
09/27/2023,North Carolina,All Sexes,85 years and over,540.0,3054.0,287.0
09/27/2023,North Carolina,All Sexes,All Ages,2020.0,10518.0,1107.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,66.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,114.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,93.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,173.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,17.0,248.0,10.0
09/27/2023,North Carolina,All Sexes,30-39 years,29.0,328.0,14.0
09/27/2023,North Carolina,All Sexes,35-44 years,42.0,373.0,17.0
09/27/2023,North Carolina,All Sexes,40-49 years,64.0,420.0,31.0
09/27/2023,North Carolina,All Sexes,45-54 years,114.0,617.0,70.0
09/27/2023,North Carolina,All Sexes,50-64 years,412.0,1851.0,253.0
09/27/2023,North Carolina,All Sexes,55-64 years,339.0,1460.0,206.0
09/27/2023,North Carolina,All Sexes,65-74 years,464.0,2252.0,275.0
09/27/2023,North Carolina,All Sexes,75-84 years,576.0,2685.0,325.0
09/27/2023,North Carolina,All Sexes,85 years and over,464.0,2695.0,202.0
