Data As Of,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia and COVID-19 Deaths
09/27/2023,Massachusetts,All Sexes,85 years and over,8852.0,85244.0,3094.0
09/27/2023,Michigan,All Sexes,All Ages,37102.0,412252.0,18475.0
09/27/2023,Michigan,All Sexes,Under 1 year,0.0,2385.0,0.0
09/27/2023,Michigan,All Sexes,0-17 years,47.0,4057.0,10.0
09/27/2023,Michigan,All Sexes,1-4 years,0.0,434.0,0.0
09/27/2023,Michigan,All Sexes,5-14 years,19.0,668.0,0.0
09/27/2023,Michigan,All Sexes,15-24 years,82.0,3588.0,32.0
09/27/2023,Michigan,All Sexes,18-29 years,204.0,6435.0,101.0
09/27/2023,Michigan,All Sexes,25-34 years,351.0,8096.0,166.0
09/27/2023,Michigan,All Sexes,30-39 years,520.0,10217.0,249.0
09/27/2023,Michigan,All Sexes,35-44 years,796.0,12274.0,398.0
09/27/2023,Michigan,All Sexes,40-49 years,1300.0,15390.0,677.0
09/27/2023,Michigan,All Sexes,45-54 years,2148.0,22248.0,1189.0
09/27/2023,Michigan,All Sexes,50-64 years,6290.0,67045.0,3418.0
09/27/2023,Michigan,All Sexes,55-64 years,4949.0,53451.0,2662.0
09/27/2023,Michigan,All Sexes,65-74 years,8564.0,86557.0,4751.0
09/27/2023,Michigan,All Sexes,75-84 years,9898.0,102243.0,5073.0
09/27/2023,Michigan,All Sexes,85 years and over,10279.0,120308.0,4196.0
09/27/2023,Minnesota,All Sexes,All Ages,15298.0,188637.0,5610.0
09/27/2023,Minnesota,All Sexes,Under 1 year,10.0,1116.0,0.0
09/27/2023,Minnesota,All Sexes,0-17 years,27.0,2049.0,0.0
09/27/2023,Minnesota,All Sexes,1-4 years,0.0,234.0,0.0
09/27/2023,Minnesota,All Sexes,5-14 years,0.0,362.0,0.0
09/27/2023,Minnesota,All Sexes,15-24 years,28.0,1815.0,0.0
09/27/2023,Minnesota,All Sexes,18-29 years,64.0,3014.0,12.0
09/27/2023,Minnesota,All Sexes,25-34 years,122.0,3621.0,37.0
09/27/2023,Minnesota,All Sexes,30-39 years,187.0,4481.0,68.0
09/27/2023,Minnesota,All Sexes,35-44 years,257.0,5234.0,97.0
09/27/2023,Minnesota,All Sexes,40-49 years,380.0,6165.0,150.0
09/27/2023,Minnesota,All Sexes,45-54 years,620.0,8568.0,251.0
09/27/2023,Minnesota,All Sexes,50-64 years,2021.0,26385.0,887.0
09/27/2023,Minnesota,All Sexes,55-64 years,1633.0,21144.0,729.0
09/27/2023,Minnesota,All Sexes,65-74 years,2761.0,35115.0,1218.0
09/27/2023,Minnesota,All Sexes,75-84 years,4076.0,46833.0,1564.0
09/27/2023,Minnesota,All Sexes,85 years and over,5782.0,64595.0,1705.0
09/27/2023,Mississippi,All Sexes,All Ages,14955.0,139919.0,7469.0
09/27/2023,Mississippi,All Sexes,Under 1 year,0.0,976.0,0.0
09/27/2023,Mississippi,All Sexes,0-17 years,0.0,1832.0,0.0
09/27/2023,Mississippi,All Sexes,1-4 years,0.0,204.0,0.0
09/27/2023,Mississippi,All Sexes,5-14 years,0.0,334.0,0.0
09/27/2023,Mississippi,All Sexes,15-24 years,43.0,1906.0,23.0
09/27/2023,Mississippi,All Sexes,18-29 years,110.0,2974.0,51.0
09/27/2023,Mississippi,All Sexes,25-34 years,215.0,3252.0,107.0
09/27/2023,Mississippi,All Sexes,30-39 years,354.0,4186.0,177.0
09/27/2023,Mississippi,All Sexes,35-44 years,500.0,5512.0,245.0
09/27/2023,Mississippi,All Sexes,40-49 years,745.0,7118.0,365.0
09/27/2023,Mississippi,All Sexes,45-54 years,1085.0,9506.0,581.0
09/27/2023,Mississippi,All Sexes,50-64 years,3015.0,27068.0,1647.0
09/27/2023,Mississippi,All Sexes,55-64 years,2384.0,21488.0,1285.0
09/27/2023,Mississippi,All Sexes,65-74 years,3725.0,31909.0,1986.0
09/27/2023,Mississippi,All Sexes,75-84 years,3910.0,34143.0,1933.0
09/27/2023,Mississippi,All Sexes,85 years and over,3087.0,30689.0,1308.0
09/27/2023,Missouri,All Sexes,All Ages,23363.0,273827.0,11052.0
09/27/2023,Missouri,All Sexes,Under 1 year,11.0,1794.0,0.0
09/27/2023,Missouri,All Sexes,0-17 years,39.0,3355.0,15.0
09/27/2023,Missouri,All Sexes,1-4 years,0.0,414.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,10.0,555.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,66.0,3305.0,28.0
09/27/2023,Missouri,All Sexes,18-29 years,134.0,5479.0,53.0
09/27/2023,Missouri,All Sexes,25-34 years,192.0,6215.0,81.0
09/27/2023,Missouri,All Sexes,30-39 years,314.0,7557.0,155.0
09/27/2023,Missouri,All Sexes,35-44 years,531.0,9165.0,264.0
09/27/2023,Missouri,All Sexes,40-49 years,834.0,11096.0,405.0
09/27/2023,Missouri,All Sexes,45-54 years,1300.0,15160.0,657.0
09/27/2023,Missouri,All Sexes,50-64 years,4037.0,46788.0,2130.0
09/27/2023,Missouri,All Sexes,55-64 years,3239.0,37667.0,1718.0
09/27/2023,Missouri,All Sexes,65-74 years,5210.0,57624.0,2697.0
09/27/2023,Missouri,All Sexes,75-84 years,6248.0,68206.0,3104.0
09/27/2023,Missouri,All Sexes,85 years and over,6547.0,73722.0,2493.0
09/27/2023,Montana,All Sexes,All Ages,3961.0,44283.0,1999.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,176.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,439.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,50.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,94.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,563.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,16.0,846.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,28.0,945.0,11.0
09/27/2023,Montana,All Sexes,30-39 years,59.0,1217.0,30.0
09/27/2023,Montana,All Sexes,35-44 years,91.0,1427.0,50.0
09/27/2023,Montana,All Sexes,40-49 years,127.0,1646.0,70.0
09/27/2023,Montana,All Sexes,45-54 years,198.0,2205.0,105.0
09/27/2023,Montana,All Sexes,50-64 years,640.0,6737.0,372.0
09/27/2023,Montana,All Sexes,55-64 years,520.0,5425.0,309.0
09/27/2023,Montana,All Sexes,65-74 years,936.0,9199.0,532.0
09/27/2023,Montana,All Sexes,75-84 years,1123.0,11466.0,593.0
09/27/2023,Montana,All Sexes,85 years and over,1058.0,12733.0,398.0
09/27/2023,Nebraska,All Sexes,All Ages,5815.0,70422.0,2493.0
09/27/2023,Nebraska,All Sexes,Under 1 year,0.0,536.0,0.0
09/27/2023,Nebraska,All Sexes,0-17 years,12.0,935.0,0.0
09/27/2023,Nebraska,All Sexes,1-4 years,0.0,97.0,0.0
09/27/2023,Nebraska,All Sexes,5-14 years,0.0,167.0,0.0
09/27/2023,Nebraska,All Sexes,15-24 years,14.0,725.0,0.0
09/27/2023,Nebraska,All Sexes,18-29 years,35.0,1078.0,18.0
09/27/2023,Nebraska,All Sexes,25-34 years,56.0,1137.0,34.0
09/27/2023,Nebraska,All Sexes,30-39 years,86.0,1473.0,42.0
09/27/2023,Nebraska,All Sexes,35-44 years,114.0,1813.0,64.0
09/27/2023,Nebraska,All Sexes,40-49 years,164.0,2332.0,93.0
09/27/2023,Nebraska,All Sexes,45-54 years,281.0,3263.0,148.0
09/27/2023,Nebraska,All Sexes,50-64 years,847.0,10082.0,438.0
09/27/2023,Nebraska,All Sexes,55-64 years,668.0,8162.0,341.0
09/27/2023,Nebraska,All Sexes,65-74 years,1217.0,13781.0,570.0
09/27/2023,Nebraska,All Sexes,75-84 years,1536.0,17350.0,675.0
09/27/2023,Nebraska,All Sexes,85 years and over,1918.0,23391.0,656.0
09/27/2023,Nevada,All Sexes,All Ages,12259.0,117594.0,9210.0
09/27/2023,Nevada,All Sexes,Under 1 year,10.0,605.0,0.0
09/27/2023,Nevada,All Sexes,0-17 years,21.0,1169.0,0.0
09/27/2023,Nevada,All Sexes,1-4 years,0.0,138.0,0.0
09/27/2023,Nevada,All Sexes,5-14 years,0.0,218.0,0.0
09/27/2023,Nevada,All Sexes,15-24 years,29.0,1328.0,16.0
09/27/2023,Nevada,All Sexes,18-29 years,79.0,2332.0,50.0
09/27/2023,Nevada,All Sexes,25-34 years,147.0,2924.0,99.0
09/27/2023,Nevada,All Sexes,30-39 years,245.0,3808.0,179.0
09/27/2023,Nevada,All Sexes,35-44 years,406.0,4628.0,295.0
09/27/2023,Nevada,All Sexes,40-49 years,681.0,5760.0,507.0
09/27/2023,Nevada,All Sexes,45-54 years,1019.0,7833.0,784.0
09/27/2023,Nevada,All Sexes,50-64 years,2478.0,21136.0,1891.0
09/27/2023,Nevada,All Sexes,55-64 years,1885.0,16531.0,1433.0
09/27/2023,Nevada,All Sexes,65-74 years,3212.0,27056.0,2491.0
09/27/2023,Nevada,All Sexes,75-84 years,3362.0,31255.0,2524.0
09/27/2023,Nevada,All Sexes,85 years and over,2181.0,25078.0,1564.0
09/27/2023,New Hampshire,All Sexes,All Ages,3112.0,51581.0,1155.0
09/27/2023,New Hampshire,All Sexes,Under 1 year,0.0,140.0,0.0
09/27/2023,New Hampshire,All Sexes,0-17 years,0.0,280.0,0.0
09/27/2023,New Hampshire,All Sexes,1-4 years,0.0,33.0,0.0
09/27/2023,New Hampshire,All Sexes,5-14 years,0.0,54.0,0.0
09/27/2023,New Hampshire,All Sexes,15-24 years,0.0,346.0,0.0
09/27/2023,New Hampshire,All Sexes,18-29 years,0.0,696.0,0.0
09/27/2023,New Hampshire,All Sexes,25-34 years,21.0,977.0,0.0
09/27/2023,New Hampshire,All Sexes,30-39 years,27.0,1244.0,0.0
09/27/2023,New Hampshire,All Sexes,35-44 years,42.0,1339.0,16.0
09/27/2023,New Hampshire,All Sexes,40-49 years,68.0,1577.0,32.0
09/27/2023,New Hampshire,All Sexes,45-54 years,103.0,2395.0,48.0
09/27/2023,New Hampshire,All Sexes,50-64 years,339.0,7519.0,152.0
09/27/2023,New Hampshire,All Sexes,55-64 years,274.0,6032.0,123.0
09/27/2023,New Hampshire,All Sexes,65-74 years,609.0,10185.0,294.0
09/27/2023,New Hampshire,All Sexes,75-84 years,868.0,13245.0,327.0
09/27/2023,New Hampshire,All Sexes,85 years and over,1192.0,16835.0,341.0
09/27/2023,New Jersey,All Sexes,All Ages,35691.0,312963.0,17287.0
09/27/2023,New Jersey,All Sexes,Under 1 year,14.0,1140.0,0.0
09/27/2023,New Jersey,All Sexes,0-17 years,28.0,1935.0,0.0
09/27/2023,New Jersey,All Sexes,1-4 years,0.0,210.0,0.0
09/27/2023,New Jersey,All Sexes,5-14 years,0.0,301.0,0.0
09/27/2023,New Jersey,All Sexes,15-24 years,53.0,2051.0,15.0
09/27/2023,New Jersey,All Sexes,18-29 years,166.0,4079.0,65.0
09/27/2023,New Jersey,All Sexes,25-34 years,287.0,5603.0,129.0
09/27/2023,New Jersey,All Sexes,30-39 years,452.0,7323.0,198.0
09/27/2023,New Jersey,All Sexes,35-44 years,697.0,8874.0,326.0
09/27/2023,New Jersey,All Sexes,40-49 years,1105.0,11171.0,542.0
09/27/2023,New Jersey,All Sexes,45-54 years,1890.0,16508.0,928.0
09/27/2023,New Jersey,All Sexes,50-64 years,5849.0,47788.0,2990.0
09/27/2023,New Jersey,All Sexes,55-64 years,4650.0,37609.0,2399.0
09/27/2023,New Jersey,All Sexes,65-74 years,7320.0,57393.0,3742.0
09/27/2023,New Jersey,All Sexes,75-84 years,9370.0,76960.0,4731.0
09/27/2023,New Jersey,All Sexes,85 years and over,11401.0,106314.0,5012.0
09/27/2023,New Mexico,All Sexes,All Ages,8963.0,84955.0,4876.0
09/27/2023,New Mexico,All Sexes,Under 1 year,0.0,342.0,0.0
09/27/2023,New Mexico,All Sexes,0-17 years,17.0,792.0,0.0
09/27/2023,New Mexico,All Sexes,1-4 years,0.0,91.0,0.0
09/27/2023,New Mexico,All Sexes,5-14 years,0.0,146.0,0.0
09/27/2023,New Mexico,All Sexes,15-24 years,42.0,1334.0,23.0
09/27/2023,New Mexico,All Sexes,18-29 years,105.0,2487.0,51.0
09/27/2023,New Mexico,All Sexes,25-34 years,216.0,3380.0,115.0
09/27/2023,New Mexico,All Sexes,30-39 years,351.0,4112.0,219.0
09/27/2023,New Mexico,All Sexes,35-44 years,476.0,4529.0,311.0
09/27/2023,New Mexico,All Sexes,40-49 years,615.0,4991.0,388.0
09/27/2023,New Mexico,All Sexes,45-54 years,806.0,5904.0,495.0
09/27/2023,New Mexico,All Sexes,50-64 years,1915.0,14713.0,1157.0
09/27/2023,New Mexico,All Sexes,55-64 years,1450.0,11369.0,873.0
09/27/2023,New Mexico,All Sexes,65-74 years,2052.0,17120.0,1209.0
09/27/2023,New Mexico,All Sexes,75-84 years,2063.0,19616.0,1048.0
09/27/2023,New Mexico,All Sexes,85 years and over,1845.0,21124.0,798.0
09/27/2023,New York,All Sexes,All Ages,42273.0,422387.0,17941.0
09/27/2023,New York,All Sexes,Under 1 year,18.0,1711.0,0.0
09/27/2023,New York,All Sexes,0-17 years,50.0,2949.0,14.0
09/27/2023,New York,All Sexes,1-4 years,10.0,309.0,0.0
09/27/2023,New York,All Sexes,5-14 years,13.0,503.0,0.0
09/27/2023,New York,All Sexes,15-24 years,80.0,2924.0,24.0
09/27/2023,New York,All Sexes,18-29 years,171.0,5518.0,60.0
09/27/2023,New York,All Sexes,25-34 years,284.0,7188.0,111.0
09/27/2023,New York,All Sexes,30-39 years,447.0,9187.0,177.0
09/27/2023,New York,All Sexes,35-44 years,664.0,10911.0,271.0
09/27/2023,New York,All Sexes,40-49 years,1039.0,13135.0,459.0
09/27/2023,New York,All Sexes,45-54 years,1778.0,19416.0,825.0
09/27/2023,New York,All Sexes,50-64 years,5853.0,60580.0,2795.0
09/27/2023,New York,All Sexes,55-64 years,4713.0,48407.0,2264.0
09/27/2023,New York,All Sexes,65-74 years,8259.0,79143.0,3859.0
09/27/2023,New York,All Sexes,75-84 years,11139.0,104460.0,4914.0
09/27/2023,New York,All Sexes,85 years and over,15315.0,147415.0,5663.0
09/27/2023,New York City,All Sexes,All Ages,38167.0,245459.0,13929.0
09/27/2023,New York City,All Sexes,Under 1 year,11.0,1493.0,0.0
09/27/2023,New York City,All Sexes,0-17 years,45.0,2478.0,0.0
09/27/2023,New York City,All Sexes,1-4 years,0.0,247.0,0.0
09/27/2023,New York City,All Sexes,5-14 years,16.0,460.0,0.0
09/27/2023,New York City,All Sexes,15-24 years,74.0,1999.0,18.0
09/27/2023,New York City,All Sexes,18-29 years,166.0,3919.0,44.0
09/27/2023,New York City,All Sexes,25-34 years,331.0,5363.0,98.0
09/27/2023,New York City,All Sexes,30-39 years,597.0,7192.0,168.0
09/27/2023,New York City,All Sexes,35-44 years,886.0,8887.0,266.0
09/27/2023,New York City,All Sexes,40-49 years,1391.0,11045.0,458.0
09/27/2023,New York City,All Sexes,45-54 years,2280.0,15810.0,786.0
09/27/2023,New York City,All Sexes,50-64 years,6918.0,43939.0,2531.0
09/27/2023,New York City,All Sexes,55-64 years,5511.0,34314.0,2035.0
09/27/2023,New York City,All Sexes,65-74 years,8836.0,48806.0,3290.0
09/27/2023,New York City,All Sexes,75-84 years,9952.0,56541.0,3704.0
09/27/2023,New York City,All Sexes,85 years and over,10262.0,71539.0,3727.0
09/27/2023,North Carolina,All Sexes,All Ages,34383.0,417304.0,18048.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,2934.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,46.0,5021.0,10.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,512.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,17.0,783.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,87.0,5129.0,37.0
09/27/2023,North Carolina,All Sexes,18-29 years,193.0,9029.0,101.0
09/27/2023,North Carolina,All Sexes,25-34 years,362.0,10624.0,190.0
09/27/2023,North Carolina,All Sexes,30-39 years,577.0,12433.0,309.0
09/27/2023,North Carolina,All Sexes,35-44 years,876.0,14620.0,455.0
09/27/2023,North Carolina,All Sexes,40-49 years,1386.0,18346.0,732.0
09/27/2023,North Carolina,All Sexes,45-54 years,2187.0,25841.0,1236.0
09/27/2023,North Carolina,All Sexes,50-64 years,6324.0,72169.0,3648.0
09/27/2023,North Carolina,All Sexes,55-64 years,4985.0,56555.0,2877.0
09/27/2023,North Carolina,All Sexes,65-74 years,7956.0,88170.0,4623.0
09/27/2023,North Carolina,All Sexes,75-84 years,9218.0,105481.0,4829.0
09/27/2023,North Carolina,All Sexes,85 years and over,8683.0,106655.0,3796.0
09/27/2023,North Dakota,All Sexes,All Ages,3101.0,29913.0,1621.0
09/27/2023,North Dakota,All Sexes,Under 1 year,0.0,163.0,0.0
09/27/2023,North Dakota,All Sexes,0-17 years,0.0,331.0,0.0
09/27/2023,North Dakota,All Sexes,1-4 years,0.0,34.0,0.0
09/27/2023,North Dakota,All Sexes,5-14 years,0.0,67.0,0.0
09/27/2023,North Dakota,All Sexes,15-24 years,10.0,373.0,0.0
09/27/2023,North Dakota,All Sexes,18-29 years,14.0,605.0,0.0
09/27/2023,North Dakota,All Sexes,25-34 years,23.0,755.0,11.0
09/27/2023,North Dakota,All Sexes,30-39 years,48.0,952.0,26.0
09/27/2023,North Dakota,All Sexes,35-44 years,66.0,1067.0,41.0
09/27/2023,North Dakota,All Sexes,40-49 years,92.0,1249.0,53.0
09/27/2023,North Dakota,All Sexes,45-54 years,146.0,1573.0,84.0
09/27/2023,North Dakota,All Sexes,50-64 years,437.0,4470.0,257.0
09/27/2023,North Dakota,All Sexes,55-64 years,350.0,3575.0,204.0
09/27/2023,North Dakota,All Sexes,65-74 years,622.0,5646.0,376.0
09/27/2023,North Dakota,All Sexes,75-84 years,789.0,6962.0,447.0
09/27/2023,North Dakota,All Sexes,85 years and over,1090.0,9698.0,455.0
09/27/2023,Ohio,All Sexes,All Ages,49729.0,517794.0,24089.0
09/27/2023,Ohio,All Sexes,Under 1 year,33.0,3421.0,0.0
09/27/2023,Ohio,All Sexes,0-17 years,71.0,5651.0,20.0
09/27/2023,Ohio,All Sexes,1-4 years,12.0,628.0,0.0
09/27/2023,Ohio,All Sexes,5-14 years,16.0,895.0,0.0
09/27/2023,Ohio,All Sexes,15-24 years,82.0,4815.0,35.0
09/27/2023,Ohio,All Sexes,18-29 years,199.0,8801.0,90.0
09/27/2023,Ohio,All Sexes,25-34 years,381.0,11228.0,166.0
09/27/2023,Ohio,All Sexes,30-39 years,627.0,14014.0,311.0
09/27/2023,Ohio,All Sexes,35-44 years,947.0,16597.0,499.0
09/27/2023,Ohio,All Sexes,40-49 years,1393.0,20375.0,720.0
09/27/2023,Ohio,All Sexes,45-54 years,2351.0,28587.0,1292.0
09/27/2023,Ohio,All Sexes,50-64 years,7698.0,85508.0,4251.0
09/27/2023,Ohio,All Sexes,55-64 years,6166.0,68178.0,3384.0
09/27/2023,Ohio,All Sexes,65-74 years,11166.0,108442.0,6030.0
09/27/2023,Ohio,All Sexes,75-84 years,13767.0,127346.0,6795.0
09/27/2023,Ohio,All Sexes,85 years and over,14808.0,147657.0,5872.0
09/27/2023,Oklahoma,All Sexes,All Ages,18520.0,171792.0,8103.0
09/27/2023,Oklahoma,All Sexes,Under 1 year,19.0,1122.0,0.0
09/27/2023,Oklahoma,All Sexes,0-17 years,45.0,2103.0,12.0
09/27/2023,Oklahoma,All Sexes,1-4 years,0.0,221.0,0.0
09/27/2023,Oklahoma,All Sexes,5-14 years,12.0,410.0,0.0
09/27/2023,Oklahoma,All Sexes,15-24 years,57.0,1907.0,26.0
09/27/2023,Oklahoma,All Sexes,18-29 years,139.0,3149.0,61.0
09/27/2023,Oklahoma,All Sexes,25-34 years,214.0,3726.0,94.0
09/27/2023,Oklahoma,All Sexes,30-39 years,352.0,4891.0,163.0
09/27/2023,Oklahoma,All Sexes,35-44 years,551.0,6247.0,244.0
09/27/2023,Oklahoma,All Sexes,40-49 years,866.0,7931.0,385.0
09/27/2023,Oklahoma,All Sexes,45-54 years,1309.0,10864.0,617.0
09/27/2023,Oklahoma,All Sexes,50-64 years,3562.0,31161.0,1701.0
09/27/2023,Oklahoma,All Sexes,55-64 years,2796.0,24738.0,1332.0
09/27/2023,Oklahoma,All Sexes,65-74 years,4375.0,38162.0,2048.0
09/27/2023,Oklahoma,All Sexes,75-84 years,4894.0,43130.0,2146.0
09/27/2023,Oklahoma,All Sexes,85 years and over,4287.0,41265.0,1587.0
09/27/2023,Oregon,All Sexes,All Ages,9232.0,158968.0,3707.0
09/27/2023,Oregon,All Sexes,Under 1 year,0.0,690.0,0.0
09/27/2023,Oregon,All Sexes,0-17 years,16.0,1263.0,0.0
09/27/2023,Oregon,All Sexes,1-4 years,0.0,111.0,0.0
09/27/2023,Oregon,All Sexes,5-14 years,0.0,213.0,0.0
09/27/2023,Oregon,All Sexes,15-24 years,20.0,1530.0,0.0
09/27/2023,Oregon,All Sexes,18-29 years,44.0,2653.0,0.0
09/27/2023,Oregon,All Sexes,25-34 years,81.0,3291.0,17.0
09/27/2023,Oregon,All Sexes,30-39 years,145.0,4092.0,48.0
09/27/2023,Oregon,All Sexes,35-44 years,240.0,4879.0,101.0
09/27/2023,Oregon,All Sexes,40-49 years,354.0,5926.0,150.0
09/27/2023,Oregon,All Sexes,45-54 years,523.0,8186.0,216.0
09/27/2023,Oregon,All Sexes,50-64 years,1502.0,23704.0,714.0
09/27/2023,Oregon,All Sexes,55-64 years,1182.0,18738.0,582.0
09/27/2023,Oregon,All Sexes,65-74 years,1887.0,33123.0,878.0
09/27/2023,Oregon,All Sexes,75-84 years,2479.0,40904.0,1000.0
09/27/2023,Oregon,All Sexes,85 years and over,2805.0,47303.0,906.0
09/27/2023,Pennsylvania,All Sexes,All Ages,53049.0,557522.0,22981.0
09/27/2023,Pennsylvania,All Sexes,Under 1 year,15.0,2833.0,0.0
09/27/2023,Pennsylvania,All Sexes,0-17 years,50.0,4905.0,12.0
09/27/2023,Pennsylvania,All Sexes,1-4 years,0.0,528.0,0.0
09/27/2023,Pennsylvania,All Sexes,5-14 years,14.0,820.0,0.0
09/27/2023,Pennsylvania,All Sexes,15-24 years,103.0,4641.0,28.0
09/27/2023,Pennsylvania,All Sexes,18-29 years,187.0,8435.0,69.0
09/27/2023,Pennsylvania,All Sexes,25-34 years,303.0,10681.0,132.0
09/27/2023,Pennsylvania,All Sexes,30-39 years,530.0,13310.0,234.0
09/27/2023,Pennsylvania,All Sexes,35-44 years,831.0,15355.0,383.0
09/27/2023,Pennsylvania,All Sexes,40-49 years,1352.0,18435.0,648.0
09/27/2023,Pennsylvania,All Sexes,45-54 years,2329.0,26844.0,1119.0
09/27/2023,Pennsylvania,All Sexes,50-64 years,7562.0,82869.0,3681.0
09/27/2023,Pennsylvania,All Sexes,55-64 years,6079.0,66252.0,2975.0
09/27/2023,Pennsylvania,All Sexes,65-74 years,10884.0,109573.0,5455.0
09/27/2023,Pennsylvania,All Sexes,75-84 years,14120.0,137928.0,6429.0
09/27/2023,Pennsylvania,All Sexes,85 years and over,18364.0,182067.0,6453.0
09/27/2023,Rhode Island,All Sexes,All Ages,4083.0,42462.0,1764.0
09/27/2023,Rhode Island,All Sexes,Under 1 year,0.0,188.0,0.0
09/27/2023,Rhode Island,All Sexes,0-17 years,0.0,310.0,0.0
09/27/2023,Rhode Island,All Sexes,1-4 years,0.0,28.0,0.0
09/27/2023,Rhode Island,All Sexes,5-14 years,0.0,51.0,0.0
09/27/2023,Rhode Island,All Sexes,15-24 years,0.0,291.0,0.0
09/27/2023,Rhode Island,All Sexes,18-29 years,11.0,547.0,0.0
09/27/2023,Rhode Island,All Sexes,25-34 years,22.0,718.0,0.0
09/27/2023,Rhode Island,All Sexes,30-39 years,30.0,899.0,12.0
09/27/2023,Rhode Island,All Sexes,35-44 years,42.0,1065.0,18.0
09/27/2023,Rhode Island,All Sexes,40-49 years,67.0,1272.0,28.0
09/27/2023,Rhode Island,All Sexes,45-54 years,129.0,1916.0,76.0
09/27/2023,Rhode Island,All Sexes,50-64 years,464.0,6000.0,243.0
09/27/2023,Rhode Island,All Sexes,55-64 years,376.0,4771.0,185.0
09/27/2023,Rhode Island,All Sexes,65-74 years,782.0,7814.0,394.0
09/27/2023,Rhode Island,All Sexes,75-84 years,1037.0,10259.0,470.0
09/27/2023,Rhode Island,All Sexes,85 years and over,1689.0,15361.0,615.0
09/27/2023,South Carolina,All Sexes,All Ages,20842.0,224379.0,8778.0
09/27/2023,South Carolina,All Sexes,Under 1 year,0.0,1343.0,0.0
09/27/2023,South Carolina,All Sexes,0-17 years,45.0,2465.0,0.0
09/27/2023,South Carolina,All Sexes,1-4 years,10.0,252.0,0.0
09/27/2023,South Carolina,All Sexes,5-14 years,17.0,434.0,0.0
09/27/2023,South Carolina,All Sexes,15-24 years,59.0,2841.0,20.0
09/27/2023,South Carolina,All Sexes,18-29 years,131.0,4862.0,52.0
09/27/2023,South Carolina,All Sexes,25-34 years,207.0,5656.0,85.0
09/27/2023,South Carolina,All Sexes,30-39 years,346.0,6854.0,130.0
09/27/2023,South Carolina,All Sexes,35-44 years,579.0,8184.0,228.0
09/27/2023,South Carolina,All Sexes,40-49 years,909.0,10331.0,354.0
09/27/2023,South Carolina,All Sexes,45-54 years,1375.0,14213.0,569.0
09/27/2023,South Carolina,All Sexes,50-64 years,3855.0,40029.0,1735.0
09/27/2023,South Carolina,All Sexes,55-64 years,3030.0,31618.0,1370.0
09/27/2023,South Carolina,All Sexes,65-74 years,5239.0,49477.0,2360.0
09/27/2023,South Carolina,All Sexes,75-84 years,5721.0,56973.0,2485.0
09/27/2023,South Carolina,All Sexes,85 years and over,4596.0,53388.0,1657.0
09/27/2023,South Dakota,All Sexes,All Ages,3472.0,34467.0,1592.0
09/27/2023,South Dakota,All Sexes,Under 1 year,0.0,290.0,0.0
09/27/2023,South Dakota,All Sexes,0-17 years,0.0,517.0,0.0
09/27/2023,South Dakota,All Sexes,1-4 years,0.0,59.0,0.0
09/27/2023,South Dakota,All Sexes,5-14 years,0.0,82.0,0.0
09/27/2023,South Dakota,All Sexes,15-24 years,0.0,426.0,0.0
09/27/2023,South Dakota,All Sexes,18-29 years,15.0,673.0,0.0
09/27/2023,South Dakota,All Sexes,25-34 years,31.0,764.0,18.0
09/27/2023,South Dakota,All Sexes,30-39 years,56.0,1005.0,34.0
09/27/2023,South Dakota,All Sexes,35-44 years,72.0,1194.0,38.0
09/27/2023,South Dakota,All Sexes,40-49 years,106.0,1362.0,56.0
09/27/2023,South Dakota,All Sexes,45-54 years,164.0,1798.0,90.0
09/27/2023,South Dakota,All Sexes,50-64 years,484.0,5124.0,281.0
09/27/2023,South Dakota,All Sexes,55-64 years,387.0,4068.0,229.0
09/27/2023,South Dakota,All Sexes,65-74 years,727.0,6730.0,423.0
09/27/2023,South Dakota,All Sexes,75-84 years,880.0,8024.0,390.0
09/27/2023,South Dakota,All Sexes,85 years and over,1197.0,11032.0,399.0
09/27/2023,Tennessee,All Sexes,All Ages,30408.0,330056.0,15597.0
09/27/2023,Tennessee,All Sexes,Under 1 year,10.0,2204.0,0.0
09/27/2023,Tennessee,All Sexes,0-17 years,47.0,3971.0,13.0
09/27/2023,Tennessee,All Sexes,1-4 years,0.0,475.0,0.0
09/27/2023,Tennessee,All Sexes,5-14 years,11.0,627.0,0.0
09/27/2023,Tennessee,All Sexes,15-24 years,92.0,4247.0,34.0
09/27/2023,Tennessee,All Sexes,18-29 years,188.0,7334.0,83.0
09/27/2023,Tennessee,All Sexes,25-34 years,325.0,8743.0,158.0
